source_file,AnnotatedStopPointRef_CommonName,AnnotatedStopPointRef_Location_Latitude,AnnotatedStopPointRef_Location_Longitude,AnnotatedStopPointRef_StopPointRef
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Post Office,51.520114,-0.516764,040000001811
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Thorney Lane South,51.504926,-0.502409,040000005040
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,"Sunnymeads, Welley Road, Park Avenue",51.466093,-0.561202,036006457457
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Junior School,51.520928,-0.513566,040000001813
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,King's Church,51.520735,-0.508283,040000001815
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Chequers Orchard,51.520621,-0.507119,040000001845
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,The Fox & Pheasant PH,51.517281,-0.503322,040000001848
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Richings Park,51.507782,-0.504020,040000001844
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Sutton Lane North,51.500330,-0.527747,03700096
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Sutton Court Farm,51.496358,-0.529387,03700476
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Sutton Place,51.489543,-0.534547,03700093
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Crown Close,51.485608,-0.529791,03700156
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Moreland Avenue,51.483981,-0.531946,03700304
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Village Green,51.473991,-0.543185,036006003197
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Noble Palace,51.472628,-0.555899,036006466466
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,The Drive,51.463160,-0.561769,036006459459
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Primary School,51.458014,-0.561629,036006002213
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,"Wraysbury, Windsor Road, The George",51.456890,-0.558627,036006002455
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,"Wraysbury, High Street, The Perseverance",51.457405,-0.553731,036006473474
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Douglas Lane,51.458939,-0.548386,036006763763
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,"Wraysbury, Station Road, Railway Station",51.458445,-0.541132,036006477477
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Coppermill Road South,51.462744,-0.534704,036006478479
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Coppermill Road Pier,51.464372,-0.533342,036006501501
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Coppermill Road North,51.467700,-0.531234,036006001200
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,"Wraysbury, Coppermill Road, Stanwell Road",51.469766,-0.530304,036006503503
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Golden Cross,51.471472,-0.517778,03700564
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Colndale Road,51.475718,-0.517048,03700302
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Poyle Road Junction,51.479750,-0.513044,03700165
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Galleymead Road,51.479385,-0.509801,03700167
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Moor Bridge,51.479120,-0.499460,490010009E
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Terminal 5,51.471127,-0.489560,49001643012
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Heathrow Terminal 5,51.470663,-0.489844,49001643020
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,Newbury Road  Compass Centre,51.481098,-0.465910,490010197E
WNGS_A60_WNGSPK113586242A60_20250618_-_57b992f3-c52c-4e3a-ac9c-b6b5c32c9d33.xml,"Heathrow, Central Bus Station",51.471540,-0.452590,490008016S
WNGS_BL1_WNGSUZ0000HCLBL1BL1_20250312_-_f59c3213-7316-4cb7-8076-a536068376db.xml,Bedfont Lakes,51.447901,-0.444370,490003787W
WNGS_BL1_WNGSUZ0000HCLBL1BL1_20250312_-_f59c3213-7316-4cb7-8076-a536068376db.xml,Feltham Railway Station,51.447887,-0.411141,490001107A
WNGS_BL1_WNGSUZ0000HCLBL1BL1_20250312_-_f59c3213-7316-4cb7-8076-a536068376db.xml,Bedfont Lakes,51.447996,-0.444064,490003787S
WNGS_BL2_WNGSUZ0000HCLBL2BL2_20250217_-_c57f37a2-ea81-48fe-9514-a1fa40e56398.xml,Bedfont Lakes,51.447901,-0.444370,490003787W
WNGS_BL2_WNGSUZ0000HCLBL2BL2_20250217_-_c57f37a2-ea81-48fe-9514-a1fa40e56398.xml,Bedfont Lakes,51.447996,-0.444064,490003787S
WNGS_BL2_WNGSUZ0000HCLBL2BL2_20250217_-_c57f37a2-ea81-48fe-9514-a1fa40e56398.xml,Heathrow Terminal 4,51.459585,-0.445821,490000104N
WNGS_BL2_WNGSUZ0000HCLBL2BL2_20250217_-_c57f37a2-ea81-48fe-9514-a1fa40e56398.xml,Hatton Cross Station (Stop C),51.466908,-0.423231,490000103C
WNGS_BL2_WNGSUZ0000HCLBL2BL2_20250217_-_c57f37a2-ea81-48fe-9514-a1fa40e56398.xml,Hatton Cross Station Stop B,,,49008024W
WNGS_BL2_WNGSUZ0000HCLBL2BL2_20250217_-_c57f37a2-ea81-48fe-9514-a1fa40e56398.xml,Hatton Cross Station,51.466774,-0.423342,490000103D
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,"Terminal 2, Arrivals",51.469572,-0.452350,490020201W
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,Heathrow Terminal 2 (Bus stop 9 & 10),51.469620,-0.451840,490020201WH
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,"Terminal 3, Arrivals",51.472708,-0.456608,490008026E
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,Heathrow Terminal 3 Departures,51.472760,-0.456760,490008026WH
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,Holiday Inn M4/J4,51.494758,-0.456514,490020168S
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,"Harmondsworth, Sheraton Heathrow",51.483223,-0.481354,490020178N
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,Hyatt Place,51.481911,-0.467909,490020155E
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,Holiday Inn Staybridge,51.481600,-0.461300,490020173E
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,Leonardo,51.481529,-0.457468,490020167E
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,Radisson Red,51.482416,-0.451267,490020172S
WNGS_H2B_WNGSUZ0000HCLH2BH2B_20250617_-_03192a68-605f-48c8-a487-29dfb71a6eb2.xml,Heathrow Terminal 3 Departures (Set down only),51.470978,-0.457482,49000802621
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,"Terminal 2, Arrivals",51.469572,-0.452350,490020201W
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Heathrow Terminal 2 (Bus stop 9 & 10),51.469620,-0.451840,490020201WH
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,"Terminal 3, Arrivals",51.472708,-0.456608,490008026E
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Heathrow Airport Terminal 3 Departures,51.470972,-0.457133,49000802620
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Heathrow Terminal 3 Departures,51.471890,-0.456750,490008026W
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Heathrow Terminal 3 Departures,51.472760,-0.456760,490008026WH
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Radisson Red,51.482416,-0.451267,490020172S
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,"Sipson, Nene Road (Stop BJ)",51.481438,-0.448205,490012176E
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Sheraton Skyline,51.481111,-0.436731,490020179W
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Best Western Ariel,51.481023,-0.433695,490020165S
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Courtyard Marriott,51.481380,-0.432568,490020170C
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Ibis,51.480710,-0.430707,490020169E
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Premier Inn Bath Road,51.479614,-0.424533,490020173N
WNGS_H2C_WNGSUZ0000HCLH2CH2C_20250617_-_5dd0b022-0ac3-4ccb-abe7-3a572c279c0c.xml,Heathrow Terminal 3 Departures (Set down only),51.470978,-0.457482,49000802621
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,"Terminal 2, Arrivals",51.469572,-0.452350,490020201W
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Heathrow Terminal 2 (Bus stop 9 & 10),51.469620,-0.451840,490020201WH
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,"Terminal 3, Arrivals",51.472708,-0.456608,490008026E
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Heathrow Terminal 3 Departures,51.472760,-0.456760,490008026WH
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Heathrow Terminal 3 Departures,51.471890,-0.456750,490008026W
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,"Radisson Blu Hotel, London Heathrow",51.481246,-0.441306,490020176E
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,DoubleTree by Hilton,51.480113,-0.411059,490020159E
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Ibis Budget Central,51.478563,-0.409140,490020182E
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Moxy Hotel,51.480641,-0.415217,490005704W
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Premier Inn Bath Road,51.479614,-0.424533,490020173N
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Heathrow Airport Terminal 3 Departures,51.470972,-0.457133,49000802620
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Terminal 2 ARR,,,49002020W4
WNGS_H2D_WNGSUZ0000HCLH2DH2D_20250617_-_7e52de39-054f-45f9-9239-58ddd53e620b.xml,Heathrow Terminal 3 Departures (Set down only),51.470978,-0.457482,49000802621
WNGS_H2H_WNGSUZ0000HCLH2HH2H_20250728_-_0f9606f5-1829-4fb2-8d1c-a7cc00026fb9.xml,Holiday Inn Staybridge,51.481600,-0.461300,490020173E
WNGS_H2H_WNGSUZ0000HCLH2HH2H_20250728_-_0f9606f5-1829-4fb2-8d1c-a7cc00026fb9.xml,Leonardo,51.481529,-0.457468,490020167E
WNGS_H2H_WNGSUZ0000HCLH2HH2H_20250728_-_0f9606f5-1829-4fb2-8d1c-a7cc00026fb9.xml,Heathrow Terminal 3 Departures (Set down only),51.470978,-0.457482,49000802621
WNGS_H2H_WNGSUZ0000HCLH2HH2H_20250728_-_0f9606f5-1829-4fb2-8d1c-a7cc00026fb9.xml,Heathrow Terminal 2 (Bus stop 9 & 10),51.469620,-0.451840,490020201WH
WNGS_H2P_WNGSUZ0000HCLH2PH2P_20250401_-_4243bea4-41cd-46d9-b6aa-14a01c0a78e1.xml,Premier Inn Bath Road,51.479614,-0.424533,490020173N
WNGS_H2P_WNGSUZ0000HCLH2PH2P_20250401_-_4243bea4-41cd-46d9-b6aa-14a01c0a78e1.xml,Heathrow Terminal 3 Departures,51.472760,-0.456760,490008026WH
WNGS_H2P_WNGSUZ0000HCLH2PH2P_20250401_-_4243bea4-41cd-46d9-b6aa-14a01c0a78e1.xml,Heathrow Terminal 3 Departures (Set down only),51.470978,-0.457482,49000802621
WNGS_H2P_WNGSUZ0000HCLH2PH2P_20250401_-_4243bea4-41cd-46d9-b6aa-14a01c0a78e1.xml,Heathrow Terminal 2 (Bus stop 9 & 10),51.469620,-0.451840,490020201WH
WNGS_H2R_WNGSUZ0000HCLH2RH2R_20250331_-_b2f4fbf8-2fe3-4d8d-9039-337c1645bf12.xml,"Radisson Blu Hotel, London Heathrow",51.481246,-0.441306,490020176E
WNGS_H2R_WNGSUZ0000HCLH2RH2R_20250331_-_b2f4fbf8-2fe3-4d8d-9039-337c1645bf12.xml,Ibis,51.480710,-0.430707,490020169E
WNGS_H2R_WNGSUZ0000HCLH2RH2R_20250331_-_b2f4fbf8-2fe3-4d8d-9039-337c1645bf12.xml,Heathrow Terminal 3 Departures,51.472760,-0.456760,490008026WH
WNGS_H2R_WNGSUZ0000HCLH2RH2R_20250331_-_b2f4fbf8-2fe3-4d8d-9039-337c1645bf12.xml,Heathrow Terminal 2 (Bus stop 9 & 10),51.469620,-0.451840,490020201WH
WNGS_H2X_WNGSUZ0000HCLH2XH2X_20250331_-_0f385f1d-4ef9-4abf-b83c-aa2887940c62.xml,"Terminal 2, Arrivals",51.469572,-0.452350,490020201W
WNGS_H2X_WNGSUZ0000HCLH2XH2X_20250331_-_0f385f1d-4ef9-4abf-b83c-aa2887940c62.xml,Heathrow Terminal 2 (Bus stop 9 & 10),51.469620,-0.451840,490020201WH
WNGS_H2X_WNGSUZ0000HCLH2XH2X_20250331_-_0f385f1d-4ef9-4abf-b83c-aa2887940c62.xml,"Terminal 3, Arrivals",51.472708,-0.456608,490008026E
WNGS_H2X_WNGSUZ0000HCLH2XH2X_20250331_-_0f385f1d-4ef9-4abf-b83c-aa2887940c62.xml,Heathrow Terminal 3 Departures,51.472760,-0.456760,490008026WH
WNGS_H2X_WNGSUZ0000HCLH2XH2X_20250331_-_0f385f1d-4ef9-4abf-b83c-aa2887940c62.xml,Renaissance,51.480748,-0.446153,490020177W
WNGS_H2X_WNGSUZ0000HCLH2XH2X_20250331_-_0f385f1d-4ef9-4abf-b83c-aa2887940c62.xml,Heathrow Airport Terminal 3 Departures,51.470972,-0.457133,49000802620
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,Hatton Cross Station (SW-bound),51.466991,-0.423326,490000103A
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,Heathrow Central Bus Station,51.471369,-0.453680,4900801620
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,"Hatton Cross Station, Stop E",51.467343,-0.422833,490000103F
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,"Hatton Cross Station, Stop A",51.466743,-0.423718,490000103E
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,Heathrow Terminal 4,51.459585,-0.445821,490000104N
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,"Cargo, Sealand Rd",51.458719,-0.460643,490004355N
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,"Cargo, Stirling Rd",51.458771,-0.468054,490015440S
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,Heathrow Terminal 5,51.470663,-0.489844,49001643020
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,"BA Waterside, Speedbird Way",51.484007,-0.491924,490018874S
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,"Compass Centre, Bath Rd",51.481537,-0.467854,490005530E
WNGS_H30_WNGSUZ0000HCLH30H30_20241025_-_8c0e45a0-91af-41eb-a061-4e3ea59e38c9.xml,"Compass Centre, Bath Road",51.481000,-0.463100,490008014W
WNGS_H5B_WNGSUZ0000HCLH5BH5B_20250331_-_5df1cf08-ad55-42a9-8f4e-a73fa55a2d37.xml,Terminal 5,51.470294,-0.489817,49001643017
WNGS_H5B_WNGSUZ0000HCLH5BH5B_20250331_-_5df1cf08-ad55-42a9-8f4e-a73fa55a2d37.xml,Premier Inn T5,51.481826,-0.482006,490020175E
WNGS_H5B_WNGSUZ0000HCLH5BH5B_20250331_-_5df1cf08-ad55-42a9-8f4e-a73fa55a2d37.xml,"Harmondsworth, Sheraton Heathrow",51.483223,-0.481354,490020178N
WNGS_H5B_WNGSUZ0000HCLH5BH5B_20250331_-_5df1cf08-ad55-42a9-8f4e-a73fa55a2d37.xml,Hyatt Place,51.481911,-0.467909,490020155E
WNGS_H5B_WNGSUZ0000HCLH5BH5B_20250331_-_5df1cf08-ad55-42a9-8f4e-a73fa55a2d37.xml,Holiday Inn Staybridge,51.481600,-0.461300,490020173E
WNGS_H5B_WNGSUZ0000HCLH5BH5B_20250331_-_5df1cf08-ad55-42a9-8f4e-a73fa55a2d37.xml,Leonardo,51.481529,-0.457468,490020167E
WNGS_H5B_WNGSUZ0000HCLH5BH5B_20250331_-_5df1cf08-ad55-42a9-8f4e-a73fa55a2d37.xml,Radisson Red,51.482416,-0.451267,490020172S
WNGS_H5B_WNGSUZ0000HCLH5BH5B_20250331_-_5df1cf08-ad55-42a9-8f4e-a73fa55a2d37.xml,Holiday Inn M4/J4,51.494758,-0.456514,490020168S
WNGS_H5C_WNGSUZ0000HCLH5CH5C_20250331_-_4a598488-48ae-4c2f-9f07-dfa4fd78f2cb.xml,Terminal 5,51.470294,-0.489817,49001643017
WNGS_H5C_WNGSUZ0000HCLH5CH5C_20250331_-_4a598488-48ae-4c2f-9f07-dfa4fd78f2cb.xml,"Sipson, Nene Road (Stop BJ)",51.481438,-0.448205,490012176E
WNGS_H5C_WNGSUZ0000HCLH5CH5C_20250331_-_4a598488-48ae-4c2f-9f07-dfa4fd78f2cb.xml,Sheraton Skyline,51.481111,-0.436731,490020179W
WNGS_H5C_WNGSUZ0000HCLH5CH5C_20250331_-_4a598488-48ae-4c2f-9f07-dfa4fd78f2cb.xml,Courtyard Marriott,51.481380,-0.432568,490020170C
WNGS_H5C_WNGSUZ0000HCLH5CH5C_20250331_-_4a598488-48ae-4c2f-9f07-dfa4fd78f2cb.xml,Ibis,51.480710,-0.430707,490020169E
WNGS_H5C_WNGSUZ0000HCLH5CH5C_20250331_-_4a598488-48ae-4c2f-9f07-dfa4fd78f2cb.xml,Premier Inn Bath Road,51.479614,-0.424533,490020173N
WNGS_H5D_WNGSUZ0000HCLH5DH5D_20250331_-_f3995014-59fe-45fc-9dbd-ac720f19d02b.xml,Terminal 5,51.470294,-0.489817,49001643017
WNGS_H5D_WNGSUZ0000HCLH5DH5D_20250331_-_f3995014-59fe-45fc-9dbd-ac720f19d02b.xml,Radisson BLU Edwardian,51.481246,-0.441306,490020176E
WNGS_H5D_WNGSUZ0000HCLH5DH5D_20250331_-_f3995014-59fe-45fc-9dbd-ac720f19d02b.xml,DoubleTree by Hilton,51.480113,-0.411059,490020159E
WNGS_H5D_WNGSUZ0000HCLH5DH5D_20250331_-_f3995014-59fe-45fc-9dbd-ac720f19d02b.xml,Ibis Budget Central,51.478563,-0.409140,490020182E
WNGS_H5D_WNGSUZ0000HCLH5DH5D_20250331_-_f3995014-59fe-45fc-9dbd-ac720f19d02b.xml,Moxy Hotel,51.480641,-0.415217,490005704W
WNGS_H5D_WNGSUZ0000HCLH5DH5D_20250331_-_f3995014-59fe-45fc-9dbd-ac720f19d02b.xml,Premier Inn Bath Road,51.479614,-0.424533,490020173N
WNGS_H5H_WNGSPK113586236H5H_20250331_-_98ad6a82-6e62-47d2-945d-49212c5f3439.xml,Terminal 5,51.470294,-0.489817,49001643017
WNGS_H5H_WNGSPK113586236H5H_20250331_-_98ad6a82-6e62-47d2-945d-49212c5f3439.xml,Hilton T5,51.477051,-0.517426,03700535
WNGS_H5H_WNGSPK113586236H5H_20250331_-_98ad6a82-6e62-47d2-945d-49212c5f3439.xml,B&B Hotel London Heathrow,51.480075,-0.512917,03700546
WNGS_H5X_WNGSUZ0000HCLH5XH5X_20250331_-_4556b66b-c6d2-466b-b5fe-621176acc5c9.xml,Terminal 5,51.470294,-0.489817,49001643017
WNGS_H5X_WNGSUZ0000HCLH5XH5X_20250331_-_4556b66b-c6d2-466b-b5fe-621176acc5c9.xml,Renaissance,51.480748,-0.446153,490020177W
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Heathrow Terminal 2 (Bus stop 9 & 10),51.469620,-0.451840,490020201WH
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,"Terminal 3, Arrivals",51.472708,-0.456608,490008026E
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Heathrow Terminal 3 Departures,51.472760,-0.456760,490008026WH
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Heathrow Terminal 3 Departures (Set down only),51.470978,-0.457482,49000802621
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Nene Road Roundabout,51.479570,-0.450610,490010174E
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,"Harlington, Hatton Road North (Stop K)",51.479478,-0.432487,490010377F
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,"Hatton Cross, Eastchurch Road (Stop S-bound)",51.477068,-0.426464,490010349S
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Envoy Avenue,,,490017652W
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Hilton Garden Inn,51.468259,-0.419338,490020170E
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,"Heathrow Airport, Sheffield Way (W-bound)",51.460096,-0.438981,490012056W
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Crowne Plaza/Holiday Inn Express T4,51.459184,-0.443194,4900201CPH
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Premier Inn T4,,,4900201PIT4
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Hilton T4,51.458955,-0.441064,490020163N
WNGS_HHL_WNGSUZ0000HCLHHLHHL_20250617_-_167a7c79-a621-4c9d-b73c-66d19f38782a.xml,Terminal 5,51.470294,-0.489817,49001643017
WNGS_N30_WNGSUZ0000HCLN30N30_20250610_-_301e9a84-fcef-4c78-ae73-c46a11d5917f.xml,Rosemont Road,51.509331,-0.272969,490012681N
WNGS_N30_WNGSUZ0000HCLN30N30_20250610_-_301e9a84-fcef-4c78-ae73-c46a11d5917f.xml,King Street (W3),51.507894,-0.273081,490008835D
