source_file,AnnotatedStopPointRef_CommonName,AnnotatedStopPointRef_Location_Latitude,AnnotatedStopPointRef_Location_Longitude,AnnotatedStopPointRef_StopPointRef
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Kingsley Avenue,51.429031,-0.580681,40004401011B
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Elmbank Avenue,51.425454,-0.580130,40004401007A
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Larchwood Drive,51.427901,-0.580932,40004401010B
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Cherrywood Avenue,51.424774,-0.582596,40004401008A
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Beechtree Avenue,51.426418,-0.583265,40004401009A
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,St Jude's Close,51.430486,-0.573112,40004401155B
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,St Jude's Close,51.430551,-0.573340,40004401155A
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Barley Mow Road,51.432926,-0.574115,40004401006A
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Barley Mow Road,51.432309,-0.573674,40004401006B
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Middle Hill,51.434557,-0.573647,40004401005B
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Middle Hill,51.435704,-0.574072,40004401005A
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Hox Park,51.437193,-0.568601,40004406991A
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Cooper's Hill Lane,51.438927,-0.575137,40004401004B
WNGS_RHU_WNGSPK113586239RHU_20240923_-_db3d1cef-a2a5-47e8-b514-de4d145a6884.xml,Hox Park,51.437128,-0.568474,40004406991B
